AÑO,MES,MAQUINA,CENTRAL,AGENTE,AGENTE_DESCRIPCION,TIPO_MAQUINA,FUENTE_GENERACION,TECNOLOGIA,COMBUSTIBLE,CONSUMO
2013,2013-01-01,RAFADI01,RAFA,CTRAFAEG,CT RAFAELA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,324.58
2013,2013-01-01,RCUATG02,RCUA,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,394.77
2013,2013-01-01,REALDI01,REAL,CTREALIG,CT REALICO - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,768.1800000000001
2013,2013-01-01,RESCDI01,RESC,CTRESCAG,C.T.REMED.DE ESCALADA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,116.99000000000001
2013,2013-01-01,ROCATG01,ROCA,CTROCARG,CT ROCA SA,TURBO GAS,Térmica,TG,GAS NATURAL,10649.62
2013,2013-01-01,RSAUDI01,RSAU,CTMEDANG,C.MEDANITOS-RINCON SAUCES,MOTOR DIESEL,Térmica,DI,GAS NATURAL,4444.14
2013,2013-01-01,RTERTG01,RTER,GENCORDG,GENERADORA CORDOBA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,626.49
2013,2013-01-01,RTERTG02,RTER,GENCORDG,GENERADORA CORDOBA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,546.94
2013,2013-01-01,SARCTG21,SARC,HTSANJUG,HIDROTERMICA SAN JUAN,TURBO GAS,Térmica,TG,GAS NATURAL,1232.26
2013,2013-01-01,SARCTG22,SARC,HTSANJUG,HIDROTERMICA SAN JUAN,TURBO GAS,Térmica,TG,GAS NATURAL,3131.16
2013,2013-01-01,SARCTG23,SARC,HTSANJUG,HIDROTERMICA SAN JUAN,TURBO GAS,Térmica,TG,BIODIESEL,27.63
2013,2013-01-01,SARCTG23,SARC,HTSANJUG,HIDROTERMICA SAN JUAN,TURBO GAS,Térmica,TG,GAS OIL,457.38
2013,2013-01-01,SFRATG01,SFRA,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,1228.83
2013,2013-01-01,SFRATG02,SFRA,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,3748.8
2013,2013-01-01,SHELTG01,SHEL,SHELDSCA,SHELL CAPSA PTA. DOCK SUD     ,TURBO GAS,Térmica,TG,GAS NATURAL,628.5600000000001
2013,2013-01-01,SLTODI01,SLTO,CTSALTOG,CT SALTO - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1679.8700000000001
2013,2013-01-01,SMTUTG01,SMTU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,TURBO GAS,Térmica,CC,GAS NATURAL,21293.22
2013,2013-01-01,SMTUTG02,SMTU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,TURBO GAS,Térmica,CC,GAS NATURAL,24583.78
2013,2013-01-01,SNICTV11,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,CARBÓN MINERAL,6378.85
2013,2013-01-01,SNICTV11,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,FUEL OIL,80.62
2013,2013-01-01,SNICTV11,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,GAS NATURAL,2159.86
2013,2013-01-01,SNICTV12,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,CARBÓN MINERAL,3210.55
2013,2013-01-01,SNICTV12,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,FUEL OIL,128.48
2013,2013-01-01,SNICTV12,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,GAS NATURAL,1529.1000000000001
2013,2013-01-01,SNICTV13,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,GAS NATURAL,7620.52
2013,2013-01-01,SNICTV14,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,GAS NATURAL,7072.12
2013,2013-01-01,SNICTV15,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,CARBÓN MINERAL,26976.77
2013,2013-01-01,SNICTV15,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,TURBO VAPOR,Térmica,TV,GAS NATURAL,30223.15
2013,2013-01-01,SOESTG03,SOES,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,820.41
2013,2013-01-01,SOLATG01,SOLA,SOLALB2A,SOLALBAN ENERGIA SA,TURBO GAS,Térmica,TG,GAS NATURAL,1893.45
2013,2013-01-01,SORRTV13,SORR,CTSORREG,C.TERMICA SORRENTO            ,TURBO VAPOR,Térmica,TV,GAS NATURAL,15982.58
2013,2013-01-01,SPE2DI01,SPE2,CTSAEN2G,CT SAENZ PEÑA II- ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,132.56
2013,2013-01-01,SPENDI01,SPEN,CTSAENZG,CT SAENZ PEÑA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,244.24
2013,2013-01-01,SROSDI01,SROS,CTSROSAG,CT SANTA ROSA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,448.48
2013,2013-01-01,TANDTG01,TAND,TERMOANG,C.T. SALTA (TERMOANDES),TURBO GAS,Térmica,TG,GAS NATURAL,35880.44
2013,2013-01-01,TANDTG02,TAND,TERMOANG,C.T. SALTA (TERMOANDES),TURBO GAS,Térmica,TG,GAS NATURAL,34361.79
2013,2013-01-01,TARDDI01,TARD,CTTARTAG,CT TARTAGAL - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,276.59000000000003
2013,2013-01-01,TERVDI01,TERV,CTTEREVG,CT TEREVINTOS - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,947.37
2013,2013-01-01,TIMBTG01,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,TURBO GAS,Térmica,CC,GAS NATURAL,46779.729999999996
2013,2013-01-01,TIMBTG01,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,TURBO GAS,Térmica,CC,GAS OIL,0.64
2013,2013-01-01,TIMBTG02,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,TURBO GAS,Térmica,CC,GAS NATURAL,45341.25
2013,2013-01-01,TINODI01,TINO,CTTINOGG,CT TINOGASTA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,400.37
2013,2013-01-01,TUCUTG01,TUCU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,TURBO GAS,Térmica,CC,GAS NATURAL,24941.690000000002
2013,2013-01-01,TUCUTG02,TUCU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,TURBO GAS,Térmica,CC,GAS NATURAL,22468.73
2013,2013-01-01,VANGDI01,VANG,CTVANGEG,CT VILLA ANGELA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,655.11
2013,2013-01-01,VGADDI01,VGAD,CTGVILLG,CT GRAL. VILLEGAS - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1048.65
2013,2013-01-01,VGESTG11,VGES,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,1792.74
2013,2013-01-01,VGESTG11,VGES,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS OIL,60.910000000000004
2013,2013-01-01,VGESTG14,VGES,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS OIL,343.53000000000003
2013,2013-01-01,VGESTG16,VGES,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,1108.53
2013,2013-01-01,VGESTG16,VGES,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS OIL,114.18
2013,2013-01-01,VGESTG18,VGES,CTGESELG,CT VILLA GESELL-CATLANT.,TURBO GAS,Térmica,TG,GAS NATURAL,10057.59
2013,2013-01-01,VGESTG18,VGES,CTGESELG,CT VILLA GESELL-CATLANT.,TURBO GAS,Térmica,TG,GAS OIL,260.68
2013,2013-01-01,VIALDI01,VIAL,CTVIALEG,CT VIALE - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,120.92
2013,2013-01-01,VMARTG02,VMAR,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,691.21
2013,2013-01-01,VMARTG03,VMAR,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,526.89
2013,2013-01-01,VREGDI01,VREG,CTVREGIG,CT VILLA REGINA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,19.830000000000002
2013,2013-01-01,VTUDDI01,VTUD,CTVTUERG,CT VENADO TUERTO - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,733.67
2013,2013-01-01,YPFATG01,YPFA,YPFLPEZA,YPF LOS PERALES AUTOG,TURBO GAS,Térmica,TG,GAS NATURAL,7289.18
2013,2013-02-01,ACAJTG01,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,TURBO GAS,Térmica,CC,GAS NATURAL,1458.1200000000001
2013,2013-02-01,ACAJTG02,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON           ,TURBO GAS,Térmica,CC,GAS NATURAL,10744.05
2013,2013-02-01,ACAJTG03,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON           ,TURBO GAS,Térmica,CC,GAS NATURAL,1505.52
2013,2013-02-01,ACAJTG04,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON           ,TURBO GAS,Térmica,CC,GAS NATURAL,10776.2
2013,2013-02-01,ACAJTG06,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,TURBO GAS,Térmica,CC,GAS NATURAL,26616.9
2013,2013-02-01,AESPTG01,AESP,CTAESPAG,C.T. AES PARANA,TURBO GAS,Térmica,CC,GAS NATURAL,29065.66
2013,2013-02-01,AESPTG02,AESP,CTAESPAG,C.T. AES PARANA,TURBO GAS,Térmica,CC,GAS NATURAL,32278.010000000002
2013,2013-02-01,ALEMDI01,ALEM,CTALEMNG,CT ALEM - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,2082.92
2013,2013-02-01,ALOMDI01,ALOM,YPFLOMQA,CENTRAL TÉRMICA LOMITA AUTOG.,MOTOR DIESEL,Térmica,DI,GAS NATURAL,2187.61
2013,2013-02-01,ALUMDI01,ALUM,CTALUMIG,CT ALUMINÉ - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,127.91
2013,2013-02-01,ANATDI01,ANAT,CTANATUG,CT AÑATUYA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1254.1100000000001
2013,2013-02-01,ANATDI02,ANAT,CTANAT2G,CT AÑATUYA II - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,603.27
2013,2013-02-01,APARTV01,APAR,SIDESN1A,SIDERAR PTA. IND. SAN NICOLAS ,TURBO VAPOR,Térmica,TV,GAS NATURAL,0.02
2013,2013-02-01,ARGETG01,ARGE,SIDERCAC,SIDERCA SA(EX ARGENER-GEN.PAR),TURBO GAS,Térmica,TG,GAS NATURAL,16163.970000000001
2013,2013-02-01,ARISDI01,ARIS,CTARISTG,CT ARISTOBULO DEL VALLE-ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1514.77
2013,2013-02-01,ARMATG01,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,609.64
2013,2013-02-01,ARMATG02,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,529.09
2013,2013-02-01,ARMATG03,ARMA,CTLARM2G,CT LAS ARMAS II - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,2983.21
2013,2013-02-01,ARREDI01,ARRE,CTARRECG,CT ARRECIFES-ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,795.83
2013,2013-02-01,AVALTG21,AVAL,CTALVALG,C.TERMICA ALTO VALLE          ,TURBO GAS,Térmica,TG,GAS NATURAL,2400.9500000000003
2013,2013-02-01,AVALTG22,AVAL,CTALVALG,C.TERMICA ALTO VALLE          ,TURBO GAS,Térmica,CC,GAS NATURAL,6000.61
2013,2013-02-01,AVALTG23,AVAL,CTALVALG,C.TERMICA ALTO VALLE          ,TURBO GAS,Térmica,CC,GAS NATURAL,5770.57
2013,2013-02-01,BARIDI01,BARI,CTBARILG,CT BARILOCHE - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,817.53
2013,2013-02-01,BBLATV29,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,TURBO VAPOR,Térmica,TV,FUEL OIL,7836.93
2013,2013-02-01,BBLATV30,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,TURBO VAPOR,Térmica,TV,FUEL OIL,4669.09
2013,2013-02-01,BBLATV30,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,2379.58
2013,2013-02-01,BLOPTG01,BLOP,CTBRILOG,CT BRIGADIER LOPEZ - ENARSA,TURBO GAS,Térmica,TG,GAS NATURAL,40013.16
2013,2013-02-01,BRAGTG01,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,2867.57
2013,2013-02-01,BRAGTG01,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,TURBO GAS,Térmica,TG,GAS OIL,72.46000000000001
2013,2013-02-01,BSASTG01,BSAS,CCOSTANG,ENDESA COSTANERA SA,TURBO GAS,Térmica,CC,GAS NATURAL,3768.06
2013,2013-02-01,BSASTG01,BSAS,CCOSTANG,ENDESA COSTANERA SA,TURBO GAS,Térmica,CC,GAS OIL,209.06
2013,2013-02-01,BVILDI01,BVIL,CTBELLVG,CT BELL VILLE - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,860.3000000000001
2013,2013-02-01,CACHDI01,CACH,EDESASAG,EDESASA GENERACION,MOTOR DIESEL,Térmica,DI,GAS OIL,1.97
2013,2013-02-01,CAFADI01,CAFA,EDESASAG,EDESASA GENERACION,MOTOR DIESEL,Térmica,DI,GAS OIL,7.62
2013,2013-02-01,CASTDI01,CAST,CTCASTEG,CT CASTELLI - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1488.43
2013,2013-02-01,CATADI01,CATA,EDECATKG,EDECAT GENERACION,MOTOR DIESEL,Térmica,DI,GAS OIL,452.03000000000003
2013,2013-02-01,CATDDI01,CATD,CTCATAMG,CT CATAMARCA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1405.3500000000001
2013,2013-02-01,CAVIDI01,CAVI,CTCAVIAG,CT CAVIAHUE - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,174.77
2013,2013-02-01,CEPUTG11,NPUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO GAS,Térmica,CC,GAS NATURAL,36277.98
2013,2013-02-01,CEPUTG12,NPUE,CPUERTOG,CENTRAL PUERTO SA             ,TURBO GAS,Térmica,CC,GAS NATURAL,38154.74
2013,2013-02-01,CEREDI01,CERE,CTCERESG,CT CERES - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,829.0600000000001
2013,2013-02-01,CHARDI01,CHAR,CTCHARAG,CT CHARATA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,329.19
2013,2013-02-01,CHARDI02,CHAR,CTCHARAG,CT CHARATA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,338.65000000000003
2013,2013-02-01,CHLEDI01,CHLE,CTCHILEG,CT CHILECITO - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,496.61
2013,2013-02-01,CIPODI01,CIPO,CTCIPOLG,CT CIPOLLETI - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,253.33
2013,2013-02-01,COLBDI01,COLB,CTCOLBSG,CT COLON BS.AS - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,813.88
2013,2013-02-01,CORRDI01,CORR,CTCORRIG,CT CORRIENTES - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1624.6100000000001
2013,2013-02-01,COSTTG08,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO GAS,Térmica,CC,GAS NATURAL,45249.700000000004
2013,2013-02-01,COSTTG09,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO GAS,Térmica,CC,GAS NATURAL,45661.11
2013,2013-02-01,COSTTV03,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,13777.75
2013,2013-02-01,COSTTV06,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,FUEL OIL,960.98
2013,2013-02-01,COSTTV06,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,12797.39
2013,2013-02-01,COSTTV07,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,FUEL OIL,7074.82
2013,2013-02-01,COSTTV07,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,32232.45
2013,2013-02-01,CRIVTG21,CRIV,CTPATAGG,C.T. PATAGONICAS SA           ,TURBO GAS,Térmica,TG,GAS NATURAL,1397.58
2013,2013-02-01,CRIVTG23,CRIV,CTPATAGG,C.T. PATAGONICAS SA           ,TURBO GAS,Térmica,TG,GAS NATURAL,804.16
2013,2013-02-01,CSARDI01,CSAR,CTCSARMG,CT CAPITAN SARMIENTO - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,479.79
2013,2013-02-01,CURUTG01,CURU,CTCURUGG,CT CONC.DEL URUGUAY - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,2356.19
2013,2013-02-01,CURUTG02,CURU,CTCURU2G,CT CONC.DEL URUGUAY II-EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,2504.29
2013,2013-02-01,DFUNTG01,DFUN,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,128.9
2013,2013-02-01,DFUNTG02,DFUN,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,1446.25
2013,2013-02-01,DIQUTG02,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.            ,TURBO GAS,Térmica,TG,GAS NATURAL,355.46
2013,2013-02-01,DIQUTG03,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.            ,TURBO GAS,Térmica,TG,GAS NATURAL,433.12
2013,2013-02-01,DIQUTG04,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.            ,TURBO GAS,Térmica,TG,GAS NATURAL,1129.99
2013,2013-02-01,DSUDTG08,DSUD,CTDOCKSG,CENTRAL DOCK SUD              ,TURBO GAS,Térmica,TG,GAS NATURAL,2539.2000000000003
2013,2013-02-01,DSUDTG09,DSUD,CTDOCKSG,CENTRAL DOCK SUD              ,TURBO GAS,Térmica,CC,GAS NATURAL,32598.06
2013,2013-02-01,DSUDTG10,DSUD,CTDOCKSG,CENTRAL DOCK SUD              ,TURBO GAS,Térmica,CC,GAS NATURAL,32854.15
2013,2013-02-01,EBARTG01,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,TURBO GAS,Térmica,TG,GAS NATURAL,40890.69
2013,2013-02-01,EBARTG02,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,TURBO GAS,Térmica,TG,GAS NATURAL,38322.68
2013,2013-02-01,ELOMDI01,ELOM,PETRELRA,YAC.ENTRE LOMAS AUTOGENERADOR,MOTOR DIESEL,Térmica,DI,GAS NATURAL,334.28000000000003
2013,2013-02-01,ENSETG01,ENSE,LAPLATAC,LA PLATA COGENERACION SA,TURBO GAS,Térmica,TG,GAS NATURAL,17050.57
2013,2013-02-01,ESQDDI01,ESQD,CTESQUIG,CT ESQUINA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,724.98
2013,2013-02-01,FORDDI01,FORD,CTFORMOG,CT FORMOSA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,594.1800000000001
2013,2013-02-01,FORDDI02,FORD,CTFORMOG,CT FORMOSA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,586.07
2013,2013-02-01,GBELTG01,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,43326.29
2013,2013-02-01,GBELTG02,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,44837.95
2013,2013-02-01,GEBATG01,GEBA,GENELBAG,GENELBA - PETROBRAS,TURBO GAS,Térmica,CC,GAS NATURAL,39005.66
2013,2013-02-01,GEBATG02,GEBA,GENELBAG,GENELBA - PETROBRAS,TURBO GAS,Térmica,CC,GAS NATURAL,39640.55
2013,2013-02-01,GEBATG03,GEBA,GENELPLG,GENELBA PLUS- PETROBRAS,TURBO GAS,Térmica,TG,GAS NATURAL,20763.36
2013,2013-02-01,GOYDDI01,GOYD,CTGOYADG,CT GOYA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,979.61
2013,2013-02-01,GUEMTG01,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,13834.41
2013,2013-02-01,GUEMTV11,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,4342.99
2013,2013-02-01,GUEMTV12,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,1580.33
2013,2013-02-01,GUEMTV13,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,14307.18
2013,2013-02-01,INDETG01,INDE,GINDEPEG,GENERACION INDEPENDENCIA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,6990.64
2013,2013-02-01,INDETG02,INDE,GINDEPEG,GENERACION INDEPENDENCIA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,6837.78
2013,2013-02-01,INTADI01,INTA,CTINTACG,CT INTA CATAMARCA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,358.63
2013,2013-02-01,ISVEDI01,ISVE,CTISLAVG,CT ISLA VERDE - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,785.73
2013,2013-02-01,JUARDI01,JUAR,CTJUAREG,CT ING JUAREZ - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,424.59000000000003
2013,2013-02-01,JUNIDI01,JUNI,CTJUNING,CT JUNIN - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1558.23
2013,2013-02-01,LBANTG21,LBAN,CTNOASAG,C.T. NOA                      ,TURBO GAS,Térmica,TG,GAS NATURAL,1605.3700000000001
2013,2013-02-01,LBANTG22,LBAN,CTNOASAG,C.T. NOA                      ,TURBO GAS,Térmica,TG,GAS NATURAL,2888.01
2013,2013-02-01,LBANTG22,LBAN,CTNOASAG,C.T. NOA                      ,TURBO GAS,Térmica,TG,GAS OIL,89.62
2013,2013-02-01,LBLADI01,LBLA,CTLBLANG,CT LAGUNA BLANCA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,827.2
2013,2013-02-01,LDCUTG21,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO GAS,Térmica,CC,GAS NATURAL,5831.150000000001
2013,2013-02-01,LDCUTG22,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO GAS,Térmica,CC,GAS NATURAL,5674.89
2013,2013-02-01,LDCUTG23,LDCU,CTMENZAC,C T MENDOZA COGENERADOR       ,TURBO GAS,Térmica,TG,GAS NATURAL,1579.0900000000001
2013,2013-02-01,LDCUTG24,LDCU,CTMENZAC,C T MENDOZA COGENERADOR       ,TURBO GAS,Térmica,TG,GAS NATURAL,1655.1000000000001
2013,2013-02-01,LDCUTG25,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO GAS,Térmica,CC,GAS NATURAL,36285.28
2013,2013-02-01,LDCUTV11,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,Térmica,TV,FUEL OIL,5665.09
2013,2013-02-01,LDCUTV11,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,Térmica,TV,GAS NATURAL,3352.94
2013,2013-02-01,LDCUTV12,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,Térmica,TV,FUEL OIL,5152.92
2013,2013-02-01,LDCUTV12,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA        ,TURBO VAPOR,Térmica,TV,GAS NATURAL,3653.12
2013,2013-02-01,LDLATG01,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,10455.92
2013,2013-02-01,LDLATG02,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,7082.91
2013,2013-02-01,LDLATG03,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,10342.1
2013,2013-02-01,LEDETV01,LEDE,LEDESMYA,LEDESMA SAAI                  ,TURBO VAPOR,Térmica,TV,GAS NATURAL,299.2
2013,2013-02-01,LEVATG01,LEVA,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,2583.93
2013,2013-02-01,LEVATG02,LEVA,EPECORDG,EPEC GENERACION               ,TURBO GAS,Térmica,TG,GAS NATURAL,2545.43
2013,2013-02-01,LIBEDI01,LIBE,CTLIBSMG,CT LIBERTADOR GSM - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,792.24
2013,2013-02-01,LINCDI01,LINC,CTLINCOG,CT LINCOLN - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,736.51
2013,2013-02-01,LLOMDI01,LLOM,CTLOMITG,CT LAS LOMITAS - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,591.9300000000001
2013,2013-02-01,LOBODI01,LOBO,CTLOBBSG,CT LOBOS BS.AS - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,894.1
2013,2013-02-01,LPALDI01,LPAL,CTLPALMG,CT LAS PALMAS - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,552.15
2013,2013-02-01,LPLADI01,LPLA,CTLAPLAG,CT LA PLATA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,1699.82
2013,2013-02-01,LRIDDI01,LRID,CTLARIOG,CT LA RIOJA - ENARSA,MOTOR DIESEL,Térmica,DI,GAS OIL,663.92
2013,2013-02-01,LRIOTG21,LRIO,GRIOJANG,GENERACION RIOJANA SA,TURBO GAS,Térmica,TG,GAS NATURAL,2468.7000000000003
2013,2013-02-01,LRIOTG21,LRIO,GRIOJANG,GENERACION RIOJANA SA,TURBO GAS,Térmica,TG,GAS OIL,69.59
2013,2013-02-01,LRIOTG22,LRIO,GRIOJANG,GENERACION RIOJANA SA,TURBO GAS,Térmica,TG,GAS OIL,44.96
2013,2013-02-01,LRIOTG23,LRIO,GRIOJANG,GENERACION RIOJANA SA,TURBO GAS,Térmica,TG,GAS NATURAL,64.14
